row_idx,tweet,gt_target,gt_stance,gt_prediction,similar_target,sim_prediction,ESS,CED,TFR
367,Are you going to leave me alone or what?,gay rights,AGAINST,AGAINST,nan],AGAINST,0.0,1.0,0.0
368,Artic Ice highest in 10 years for the month of June.yet no headlines. scam SemST,climate change is a concern,AGAINST,AGAINST,Climate Change,AGAINST,0.0,1.0,0.0
368,Artic Ice highest in 10 years for the month of June.yet no headlines. scam SemST,climate change is a concern,AGAINST,AGAINST,Artic Ice,AGAINST,0.0,1.0,0.0
368,Artic Ice highest in 10 years for the month of June.yet no headlines. scam SemST,climate change is a concern,AGAINST,AGAINST,Artic Ice,AGAINST,0.0,1.0,0.0
369,"As I know, the God always remind us to live happily and harmoniously with our spouses and the people around us. Therefore, it is not a sin if both homosexual couple can live harmoniously, parallel to what God has reminded us.",gay rights,FAVOR,AGAINST,Homosexuality,AGAINST,0.0,1.0,0.0
369,"As I know, the God always remind us to live happily and harmoniously with our spouses and the people around us. Therefore, it is not a sin if both homosexual couple can live harmoniously, parallel to what God has reminded us.",gay rights,FAVOR,AGAINST,God,AGAINST,0.0,1.0,0.0
369,"As I know, the God always remind us to live happily and harmoniously with our spouses and the people around us. Therefore, it is not a sin if both homosexual couple can live harmoniously, parallel to what God has reminded us.",gay rights,FAVOR,AGAINST,homosexual couple,AGAINST,0.0,1.0,0.0
370,"As I prepare to answer this question, I realize I have essentially no knowledge about the theory of evolution, besides Darwinism and the title. But the title itself is enough for me to know that it hasn't been scientifically proven it is the THEORY of evolution. Much like the Big Bang THEORY. While it is probable that these events happened, it is not certain. And while I believe that they have happened, it is not certain.",creationism,AGAINST,AGAINST,Theory of Evolution,AGAINST,0.0,1.0,0.0
370,"As I prepare to answer this question, I realize I have essentially no knowledge about the theory of evolution, besides Darwinism and the title. But the title itself is enough for me to know that it hasn't been scientifically proven it is the THEORY of evolution. Much like the Big Bang THEORY. While it is probable that these events happened, it is not certain. And while I believe that they have happened, it is not certain.",creationism,AGAINST,AGAINST,Theory of Evolution,AGAINST,0.0,1.0,0.0
370,"As I prepare to answer this question, I realize I have essentially no knowledge about the theory of evolution, besides Darwinism and the title. But the title itself is enough for me to know that it hasn't been scientifically proven it is the THEORY of evolution. Much like the Big Bang THEORY. While it is probable that these events happened, it is not certain. And while I believe that they have happened, it is not certain.",creationism,AGAINST,AGAINST,evolution,AGAINST,0.0,1.0,0.0
371,"As I said earlier experience demonstrates that it matters a great deal to an investigation whether or not that which is being investigated occurred via agency involvement or by nature, operating freely.There is just no getting around that fact.As for the bait and switch - that would be you. Who else would say we don't know and then allow the teaching of the no design allowed position? We don't know but we do know a designer wasn't involved.",creationism,FAVOR,AGAINST,Intelligent Design,AGAINST,0.0,1.0,0.0
371,"As I said earlier experience demonstrates that it matters a great deal to an investigation whether or not that which is being investigated occurred via agency involvement or by nature, operating freely.There is just no getting around that fact.As for the bait and switch - that would be you. Who else would say we don't know and then allow the teaching of the no design allowed position? We don't know but we do know a designer wasn't involved.",creationism,FAVOR,AGAINST,bait and switch,AGAINST,0.0,1.0,0.0
371,"As I said earlier experience demonstrates that it matters a great deal to an investigation whether or not that which is being investigated occurred via agency involvement or by nature, operating freely.There is just no getting around that fact.As for the bait and switch - that would be you. Who else would say we don't know and then allow the teaching of the no design allowed position? We don't know but we do know a designer wasn't involved.",creationism,FAVOR,AGAINST,bait and switch,AGAINST,0.0,1.0,0.0
372,"As I stated above, I 'believe' neither side. Logically the evidence points to the 4.5 billion year creation that is the common consensus.If everyone lies then how can you say that the Bible is absolute truth after being copied and translated for thousands of years?",creationism,AGAINST,AGAINST,Bible,AGAINST,0.0,1.0,0.0
372,"As I stated above, I 'believe' neither side. Logically the evidence points to the 4.5 billion year creation that is the common consensus.If everyone lies then how can you say that the Bible is absolute truth after being copied and translated for thousands of years?",creationism,AGAINST,AGAINST,evidence,AGAINST,0.0,1.0,0.0
372,"As I stated above, I 'believe' neither side. Logically the evidence points to the 4.5 billion year creation that is the common consensus.If everyone lies then how can you say that the Bible is absolute truth after being copied and translated for thousands of years?",creationism,AGAINST,AGAINST,Bible,AGAINST,0.0,1.0,0.0
373,As Western Canada Burns Harper's got his head so deep in the tarsands he can see ChristyClark's ankles BCwildfire cdnpoli SemST,climate change is a concern,NONE,AGAINST,Harper,AGAINST,0.0,1.0,0.0
373,As Western Canada Burns Harper's got his head so deep in the tarsands he can see ChristyClark's ankles BCwildfire cdnpoli SemST,climate change is a concern,NONE,AGAINST,tarsands,AGAINST,0.0,1.0,0.0
373,As Western Canada Burns Harper's got his head so deep in the tarsands he can see ChristyClark's ankles BCwildfire cdnpoli SemST,climate change is a concern,NONE,AGAINST,Western Canada,AGAINST,0.0,1.0,0.0
374,"As a general rule, mandatory things of all kinds should be refused. vaccines gmo science bees fitness sb277 nutrition SemST",climate change is a concern,NONE,AGAINST,Mandatory Requirements,AGAINST,0.0,1.0,0.0
374,"As a general rule, mandatory things of all kinds should be refused. vaccines gmo science bees fitness sb277 nutrition SemST",climate change is a concern,NONE,AGAINST,vaccines,AGAINST,0.0,1.0,0.0
374,"As a general rule, mandatory things of all kinds should be refused. vaccines gmo science bees fitness sb277 nutrition SemST",climate change is a concern,NONE,AGAINST,science,AGAINST,0.0,1.0,0.0
375,As the world emitted CO2 water vapour built up in the atmosphere and caused the Lord to send the flood in retribution bible SemST,climate change is a concern,FAVOR,AGAINST,Climate Change,AGAINST,0.0,1.0,0.0
375,As the world emitted CO2 water vapour built up in the atmosphere and caused the Lord to send the flood in retribution bible SemST,climate change is a concern,FAVOR,AGAINST,CO2,AGAINST,0.0,1.0,0.0
375,As the world emitted CO2 water vapour built up in the atmosphere and caused the Lord to send the flood in retribution bible SemST,climate change is a concern,FAVOR,AGAINST,CO2,AGAINST,0.0,1.0,0.0
376,As you have been told already what Phil says is irrelevant to ID. Or you have to allow what Dawkins says about the theory of evolution.What part of that don't you understand?And it is a fact that if you could support your position with real data ID would go away.You can whine all you want but that will not change that fact.,creationism,FAVOR,AGAINST,Intelligent Design,AGAINST,0.0,1.0,0.0
376,As you have been told already what Phil says is irrelevant to ID. Or you have to allow what Dawkins says about the theory of evolution.What part of that don't you understand?And it is a fact that if you could support your position with real data ID would go away.You can whine all you want but that will not change that fact.,creationism,FAVOR,AGAINST,Phil,AGAINST,0.0,1.0,0.0
376,As you have been told already what Phil says is irrelevant to ID. Or you have to allow what Dawkins says about the theory of evolution.What part of that don't you understand?And it is a fact that if you could support your position with real data ID would go away.You can whine all you want but that will not change that fact.,creationism,FAVOR,AGAINST,Phil,AGAINST,0.0,1.0,0.0
377,At 2C increase we're expecting 20-30 species at risk of extinction Rosina Bierbaum CambioClimtico SemST,climate change is a concern,FAVOR,AGAINST,Climate Change,AGAINST,0.0,1.0,0.0
377,At 2C increase we're expecting 20-30 species at risk of extinction Rosina Bierbaum CambioClimtico SemST,climate change is a concern,FAVOR,AGAINST,climate change,AGAINST,0.0,1.0,0.0
377,At 2C increase we're expecting 20-30 species at risk of extinction Rosina Bierbaum CambioClimtico SemST,climate change is a concern,FAVOR,AGAINST,species,AGAINST,0.0,1.0,0.0
378,At the UN with crew now SemST,climate change is a concern,NONE,AGAINST,UN,AGAINST,0.0,1.0,0.0
378,At the UN with crew now SemST,climate change is a concern,NONE,AGAINST,SemST,AGAINST,0.0,1.0,0.0
378,At the UN with crew now SemST,climate change is a concern,NONE,AGAINST,UN,AGAINST,0.0,1.0,0.0
379,"At their very foundation theorems are based on a set of assumptions known as axioms. These are then combined to create theorems which can then be used to create more elaborate theorems . There is nothing automatically true about the baseline axioms, just the assumption that if X, Y, and Z are true then A",creationism,AGAINST,AGAINST,Theorems,AGAINST,0.0,1.0,0.0
379,"At their very foundation theorems are based on a set of assumptions known as axioms. These are then combined to create theorems which can then be used to create more elaborate theorems . There is nothing automatically true about the baseline axioms, just the assumption that if X, Y, and Z are true then A",creationism,AGAINST,AGAINST,Not Found,AGAINST,0.0,1.0,0.0
379,"At their very foundation theorems are based on a set of assumptions known as axioms. These are then combined to create theorems which can then be used to create more elaborate theorems . There is nothing automatically true about the baseline axioms, just the assumption that if X, Y, and Z are true then A",creationism,AGAINST,AGAINST,axioms,AGAINST,0.0,1.0,0.0
380,At what point do we rename summer The Rainy Season ? Cdnpoli SemST,climate change is a concern,FAVOR,AGAINST,Summer Weather,AGAINST,0.0,1.0,0.0
380,At what point do we rename summer The Rainy Season ? Cdnpoli SemST,climate change is a concern,FAVOR,AGAINST,summer,AGAINST,0.0,1.0,0.0
380,At what point do we rename summer The Rainy Season ? Cdnpoli SemST,climate change is a concern,FAVOR,AGAINST,The Rainy Season,AGAINST,0.0,1.0,0.0
381,"Attenborough 'The real problem is global' i.e. not just me, or you, but us SemST",climate change is a concern,FAVOR,AGAINST,['Global problems',AGAINST,0.0,1.0,0.0
381,"Attenborough 'The real problem is global' i.e. not just me, or you, but us SemST",climate change is a concern,FAVOR,AGAINST,'us',AGAINST,0.0,1.0,0.0
381,"Attenborough 'The real problem is global' i.e. not just me, or you, but us SemST",climate change is a concern,FAVOR,AGAINST,nan],AGAINST,0.0,1.0,0.0
382,"Audio world, look out! There's a new sheriff in town audio music world entrepreneur love life SemST",climate change is a concern,NONE,AGAINST,SemST,AGAINST,0.0,1.0,0.0
382,"Audio world, look out! There's a new sheriff in town audio music world entrepreneur love life SemST",climate change is a concern,NONE,AGAINST,Audio world,AGAINST,0.0,1.0,0.0
382,"Audio world, look out! There's a new sheriff in town audio music world entrepreneur love life SemST",climate change is a concern,NONE,AGAINST,SemST,AGAINST,0.0,1.0,0.0
383,Australia is leading the way. Backwards. MarriageEquaility auspol SemST,climate change is a concern,NONE,AGAINST,Unknown,AGAINST,0.0,1.0,0.0
383,Australia is leading the way. Backwards. MarriageEquaility auspol SemST,climate change is a concern,NONE,AGAINST,SemST,AGAINST,0.0,1.0,0.0
383,Australia is leading the way. Backwards. MarriageEquaility auspol SemST,climate change is a concern,NONE,AGAINST,Marriage Equaility,AGAINST,0.0,1.0,0.0
